04/30/23,Starting Amount,7000.0
12/05/22,Venmo,-2.69
01/11/23,School Book,-8.5
01/17/23,Walmart,-5.13
01/23/23,Walmart,-16.81
02/16/23,Gas,-70.11
02/17/23,Venmo,-5.0
02/21/23,McDonalds,-5.99
02/27/23,McDonalds,-3.27
02/28/23,Amazon,-12.58
03/06/23,McDonalds,-5.61
03/20/23,Saved Money,250.0
04/16/23,McDonalds,-1.0
11/07/22,Venmo,-7.94
